state,district,age_0_5,age_5_17,age_18_greater,total_enrolments,child_0_5_share,child_5_17_share,total_demo_updates,total_bio_updates,updates_per_1000,voluntary_share,mandatory_share,voluntary_dominance_ratio,age_transition_stress,child_exclusion_risk,migration_pressure,service_centralization,exclusion_risk_index,fraud_risk_proxy,net_correction_benefit,policy_recommendation
Uttar Pradesh,Etawah,4173,2865,116,7154,0.583310036,0.400475259,62080,79095,19733.7154,0.439734799,0.560265201,0.78486902,0.68639195,13545.0634,8676.450035,2.758031503,0.800934579,0.428971963,0.371962617,Proactive Correction
Uttar Pradesh,Faizabad,4052,2871,3,6926,0.585041871,0.414524978,69979,94916,23808.11435,0.424382641,0.575617359,0.73726519,0.708364175,16864.81527,10102.35311,3.437002216,0.855140187,0.461682243,0.393457944,Proactive Correction
Uttar Pradesh,Farrukhabad,2844,2944,82,5870,0.484497445,0.50153322,70138,77196,25099.48893,0.476044389,0.523955611,0.908558623,1.034797891,25972.89821,11946.51678,4.275164184,0.929906542,0.342990654,0.586915888,Proactive Correction
Uttar Pradesh,Fatehpur,6526,5582,225,12333,0.529149436,0.452606827,107120,117914,18246.49315,0.476014842,0.523985158,0.908451003,0.855216792,15604.70733,8684.935949,1.479365425,0.837383178,0.343925234,0.493457944,Proactive Correction
Uttar Pradesh,Firozabad,7250,4926,124,12300,0.589430894,0.400487805,139201,113767,20566.50407,0.550269005,0.449730995,1.223551438,0.679354572,13971.94856,11316.23445,1.671937571,0.812149533,0.211214953,0.600934579,Proactive Correction
Uttar Pradesh,Gautam Buddha Nagar,9002,9318,637,18957,0.474864166,0.49153347,153991,89439,12841.16685,0.632585825,0.367414175,1.721724061,1.034988337,13290.45793,8122.745015,0.677348183,0.797196262,0.130841121,0.66635514,Proactive Correction
Uttar Pradesh,Ghaziabad,11984,10693,393,23070,0.519462505,0.463502384,239761,192022,18716.21153,0.555279955,0.444720045,1.248605636,0.892198582,16698.57738,10392.31069,0.811244052,0.853271028,0.205607477,0.647663551,Proactive Correction
Uttar Pradesh,Ghazipur,4323,6894,71,11288,0.382973069,0.610737066,127840,145692,24232.10489,0.467365912,0.532634088,0.877461512,1.594357077,38634.62792,11324.29799,2.146523597,0.960747664,0.360747664,0.6,Proactive Correction
Uttar Pradesh,Gonda,7445,7494,328,15267,0.487653108,0.490862645,125916,152075,18208.6199,0.452948286,0.547051714,0.827980746,1.006446414,18326.0002,8247.052659,1.192600203,0.877570093,0.4,0.477570093,Proactive Correction
Uttar Pradesh,Gorakhpur,7454,12090,425,19969,0.373278582,0.60543843,158865,178164,16877.6103,0.471367534,0.528632466,0.891673449,1.621730382,27370.9334,7955.182774,0.845148237,0.930841121,0.34953271,0.581308411,Proactive Correction
Uttar Pradesh,Hamirpur,2040,1398,27,3465,0.588744589,0.403463203,42440,54687,28030.88023,0.43694918,0.56305082,0.776038619,0.684958354,19199.98558,12244.66244,8.087386102,0.885981308,0.437383178,0.448598131,Proactive Correction
Uttar Pradesh,Hapur,4450,2771,41,7262,0.612778849,0.381575324,44282,56755,13913.10934,0.43827075,0.56172925,0.78021707,0.622556729,8661.699836,6096.929643,1.915614668,0.66635514,0.43364486,0.23271028,Proactive Correction
Uttar Pradesh,Hardoi,12591,12290,312,25193,0.499781685,0.487833922,143951,205097,13854.95971,0.412409146,0.587590854,0.701864475,0.976016518,13522.66954,5713.701675,0.549930924,0.799065421,0.492523364,0.306542056,Proactive Correction
Uttar Pradesh,Hathras,3815,2596,82,6493,0.587555829,0.399815186,60658,80404,21725.24257,0.430006451,0.569993549,0.754405821,0.680293501,14779.54133,9340.622113,3.345433103,0.828037383,0.453271028,0.374766355,Proactive Correction
Uttar Pradesh,Jalaun,2791,2641,125,5557,0.502249415,0.475256433,60673,74682,24357.56703,0.448247584,0.551752416,0.812407107,0.945916905,23040.23443,10916.33681,4.382433795,0.917757009,0.412149533,0.505607477,Proactive Correction
Uttar Pradesh,Jaunpur,5400,10237,216,15853,0.340629534,0.645745285,155741,183080,21372.67394,0.459654332,0.540345668,0.850667191,1.895389743,40509.54696,9823.451495,1.348093474,0.964485981,0.38317757,0.581308411,Proactive Correction
Uttar Pradesh,Jhansi,4570,2519,71,7160,0.638268156,0.351815642,71841,112005,25676.81564,0.390765147,0.609234853,0.641403139,0.551082914,14150.05439,10032.25806,3.585646647,0.817757009,0.542990654,0.274766355,Proactive Correction
Uttar Pradesh,Jyotiba Phule Nagar,61,23,0,84,0.726190476,0.273809524,605,177,9309.52381,0.772669221,0.227330779,3.398876404,0.370967742,3453.533026,7117.647059,109.5238095,0.314953271,0.044859813,0.270093458,Proactive Correction
Uttar Pradesh,Kannauj,3083,3455,100,6638,0.464447123,0.520488099,59687,71653,19786.08014,0.454443015,0.545556985,0.832989086,1.120298314,22166.31222,8990.359994,2.980280184,0.914953271,0.395327103,0.519626168,Proactive Correction
Uttar Pradesh,Kanpur Dehat,4032,3802,183,8017,0.502931271,0.474242235,72089,75626,18425.2214,0.488024317,0.511975683,0.953217766,0.942722539,17369.87151,8990.895485,2.297982216,0.870093458,0.321495327,0.548598131,Proactive Correction
Uttar Pradesh,Kanpur Nagar,11427,12606,675,24708,0.462481787,0.510199126,170125,181438,14228.71135,0.483909046,0.516090954,0.937642954,1.103080154,15695.40911,6885.143065,0.575851364,0.840186916,0.331775701,0.508411215,Proactive Correction
Uttar Pradesh,Kasganj,3206,2977,158,6341,0.505598486,0.469484308,49707,74519,19590.91626,0.400130406,0.599869594,0.667028986,0.928281883,18185.89264,7837.748344,3.089075411,0.876635514,0.522429907,0.354205607,Proactive Correction
Uttar Pradesh,Kaushambi,4356,3038,69,7463,0.583679485,0.407074903,77012,97595,23396.35535,0.441056538,0.558943462,0.789089717,0.697268763,16313.54775,10317.79207,3.134559935,0.847663551,0.423364486,0.424299065,Proactive Correction
Uttar Pradesh,Kheri,11282,12841,455,24578,0.459028399,0.52245911,183098,190063,15182.72439,0.490666252,0.509333748,0.963349188,1.138083843,17279.21332,7449.367346,0.617711233,0.865420561,0.314953271,0.55046729,Proactive Correction
Uttar Pradesh,Kushi Nagar,779,777,14,1570,0.496178344,0.494904459,0,0,0,0,1,0,0.996153846,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Uttar Pradesh,Kushinagar,4449,6132,30,10611,0.419281877,0.577890868,167255,147826,29693.80831,0.53083007,0.46916993,1.131423894,1.377977528,40917.40058,15760.93102,2.798134971,0.96635514,0.241121495,0.725233645,Proactive Correction
Uttar Pradesh,Kushinagar *,5,1,0,6,0.833333333,0.166666667,140,79,36500,0.636363636,0.363636364,1.75,0.166666667,6083.333333,20000,5214.285714,0.505607477,0.126635514,0.378971963,Proactive Correction
Uttar Pradesh,Lalitpur,3376,1305,72,4753,0.710288239,0.274563434,46802,75520,25735.74584,0.382609975,0.617390025,0.619721667,0.386437667,9945.261572,9844.762305,5.413493026,0.714953271,0.565420561,0.14953271,Proactive Correction
Uttar Pradesh,Lucknow,13739,11321,454,25514,0.538488673,0.443717175,209476,217390,16730.65768,0.490728962,0.509271038,0.963590949,0.823944687,13785.1365,8209.915736,0.655718506,0.807476636,0.314018692,0.493457944,Proactive Correction
Uttar Pradesh,Maharajganj,6132,11265,474,17871,0.343125734,0.630350848,108898,103101,11862.73851,0.513669811,0.486330189,1.056216174,1.836784608,21789.29551,6093.218442,0.663761108,0.910280374,0.263551402,0.646728972,Proactive Correction
Uttar Pradesh,Mahoba,1979,1029,12,3020,0.655298013,0.340728477,32304,46339,26040.72848,0.410762423,0.589237577,0.69710833,0.51969697,13533.28768,10693.14796,8.619903501,0.8,0.495327103,0.304672897,Proactive Correction
Uttar Pradesh,Mahrajganj,10,9,0,19,0.526315789,0.473684211,44,25,3631.578947,0.628571429,0.371428571,1.692307692,0.818181818,2971.291866,2200,181.5789474,0.271028037,0.13364486,0.137383178,Proactive Correction
Uttar Pradesh,Mainpuri,5056,6483,187,11726,0.431178578,0.552873955,69441,73791,12214.90704,0.484811461,0.515188539,0.941036969,1.281985367,15659.33209,5921.46329,1.041605444,0.839252336,0.329906542,0.509345794,Proactive Correction
Uttar Pradesh,Mathura,5851,5766,129,11746,0.498127022,0.490890516,109289,119417,19470.96884,0.477855947,0.522144053,0.915180291,0.98530417,19184.82678,9303.566868,1.657526929,0.885046729,0.341121495,0.543925234,Proactive Correction
Uttar Pradesh,Mau,2590,4942,47,7579,0.341733738,0.652064916,87700,87861,23164.13775,0.499538625,0.500461375,0.998156199,1.907371671,44182.62013,11569.92084,3.055954848,0.970093458,0.294392523,0.675700935,Proactive Correction
Uttar Pradesh,Meerut,14177,9598,252,24027,0.590044533,0.399467266,167219,173652,14186.99796,0.49056244,0.50943756,0.9629491,0.676964311,9604.091298,6959.339104,0.590436073,0.7,0.31682243,0.38317757,Proactive Correction
Uttar Pradesh,Mirzapur,3536,4101,8,7645,0.462524526,0.536429039,87276,108192,25568.08371,0.446495352,0.553504648,0.806669563,1.159457167,29645.09791,11414.59587,3.343981652,0.942056075,0.413084112,0.528971963,Proactive Correction
Uttar Pradesh,Moradabad,15196,6131,218,21545,0.705314458,0.284567185,163505,160474,15037.31724,0.504676215,0.495323785,1.018881446,0.403434888,6066.578405,7588.647545,0.697916887,0.504672897,0.279439252,0.225233645,Proactive Correction
Uttar Pradesh,Muzaffarnagar,7250,4575,124,11949,0.606745334,0.382877228,135633,169851,25565.65403,0.44399234,0.55600766,0.798536373,0.630947456,16130.58436,11350.04184,2.139385274,0.844859813,0.41682243,0.428037383,Proactive Correction
Uttar Pradesh,Pilibhit,8791,4631,213,13635,0.644737807,0.339640631,136263,135630,19940.81408,0.501162218,0.498837782,1.004659702,0.526728844,10503.40196,9992.886477,1.462365362,0.730841121,0.285981308,0.444859813,Proactive Correction
Uttar Pradesh,Pratapgarh,5866,4386,56,10308,0.569072565,0.425494761,104730,131960,22961.77726,0.442475633,0.557524367,0.793643577,0.747571161,17165.56248,10159.0843,2.227352533,0.862616822,0.420560748,0.442056075,Proactive Correction
Uttar Pradesh,Prayagraj,1428,1255,182,2865,0.498429319,0.438045375,29027,20223,17190.22688,0.589368744,0.410631256,1.435274921,0.878236529,15097.08519,10128.05304,5.997985651,0.831775701,0.16728972,0.664485981,Proactive Correction
Uttar Pradesh,Rae Bareli,5812,3875,42,9729,0.597389249,0.398293761,108253,128738,24359.23528,0.456779132,0.543220868,0.840871841,0.666609324,16238.09336,11125.69373,2.503518528,0.846728972,0.389719626,0.457009346,Proactive Correction
Uttar Pradesh,Raebareli,0,3,0,3,0,1,14,9,7666.666667,0.583333333,0.416666667,1.4,3,23000,3500,1916.666667,0.91682243,0.173831776,0.742990654,Proactive Correction
Uttar Pradesh,Rampur,12051,7757,302,20110,0.599254102,0.385728493,155518,124942,13946.29538,0.55450847,0.44549153,1.244711588,0.643627614,8976.220812,7732.98195,0.693466032,0.680373832,0.206542056,0.473831776,Proactive Correction
Uttar Pradesh,Saharanpur,13708,5359,99,19166,0.715224877,0.279609726,167814,190716,18706.56371,0.468059945,0.531940055,0.879911072,0.39091108,7312.603027,8755.360776,0.975977655,0.590654206,0.359813084,0.230841121,Proactive Correction
Uttar Pradesh,Sambhal,4744,3816,117,8677,0.546732742,0.439783335,99589,103347,23387.80685,0.490738505,0.509261495,0.963627743,0.804214963,18808.82422,11476.03134,2.695068777,0.879439252,0.313084112,0.56635514,Proactive Correction
Uttar Pradesh,Sant Kabir Nagar,2789,3343,37,6169,0.452099206,0.541903064,79206,90540,27515.96693,0.466612076,0.533387924,0.874808098,1.198207885,32969.84855,12837.27715,4.459638076,0.94953271,0.362616822,0.586915888,Proactive Correction
Uttar Pradesh,Sant Ravidas Nagar,1869,2547,4,4420,0.422850679,0.576244344,49163,68073,26523.9819,0.419347134,0.580652866,0.722199371,1.362032086,36126.51439,11120.33477,5.99954352,0.957943925,0.475700935,0.482242991,Proactive Correction
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,37,47,0,84,0.44047619,0.55952381,297,110,4845.238095,0.727941176,0.272058824,2.675675676,1.236842105,5992.794486,3494.117647,57.00280112,0.499065421,0.069158879,0.429906542,Proactive Correction
Uttar Pradesh,Shahjahanpur,12811,11033,447,24291,0.527396978,0.454201144,149472,154488,12513.27652,0.491747297,0.508252703,0.967525196,0.861145801,10775.75553,6153.136835,0.515119238,0.741121495,0.310280374,0.430841121,Proactive Correction
Uttar Pradesh,Shamli,5530,2613,57,8200,0.674390244,0.318658537,75614,103134,21798.53659,0.423017751,0.576982249,0.733155573,0.472428132,10298.24193,9220.09511,2.65803397,0.722429907,0.469158879,0.253271028,Proactive Correction
Uttar Pradesh,Shravasti,867,1570,98,2535,0.342011834,0.619329389,0,0,0,0,1,0,1.80875576,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Uttar Pradesh,Shrawasti,1816,3151,150,5117,0.354895447,0.615790502,62721,56564,23311.51065,0.525803531,0.474196469,1.108830549,1.734177215,40426.29062,12254.98242,4.554808646,0.963551402,0.246728972,0.71682243,Proactive Correction
Uttar Pradesh,Siddharth Nagar,1603,2586,152,4341,0.369269754,0.595715273,0,0,0,0,1,0,1.612219451,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
Uttar Pradesh,Siddharthnagar,4875,8739,399,14013,0.347891244,0.623635196,93643,107280,14338.32869,0.466061795,0.533938205,0.872875905,1.792247744,25697.83726,6682.103611,1.023143192,0.928037383,0.36635514,0.561682243,Proactive Correction
Uttar Pradesh,Sitapur,16237,13869,748,30854,0.526252674,0.449504116,169322,264311,14054.35276,0.390472149,0.609527851,0.640614123,0.854107649,12003.93019,5487.668125,0.455496767,0.765420561,0.543925234,0.221495327,Proactive Correction
Uttar Pradesh,Sonbhadra,2998,2023,13,5034,0.595550258,0.401867302,72077,103755,34928.88359,0.409917365,0.590082635,0.694677898,0.674558186,23561.56436,14315.19364,6.937216205,0.919626168,0.499065421,0.420560748,Proactive Correction
Uttar Pradesh,Sultanpur,5465,5837,132,11434,0.477960469,0.510495015,82621,98465,15837.50219,0.456250311,0.543749689,0.83908151,1.067874131,16912.45888,7225.273284,1.385002377,0.857943925,0.390654206,0.46728972,Proactive Correction
Uttar Pradesh,Unnao,9838,8943,367,19148,0.513787341,0.467046167,124543,146390,14149.41508,0.459680217,0.540319783,0.850755852,0.908933835,12860.88211,6503.890543,0.738911436,0.787850467,0.382242991,0.405607477,Proactive Correction
Uttar Pradesh,Varanasi,9479,13404,451,23334,0.406231251,0.57444073,159498,182411,14652.82421,0.466491182,0.533508818,0.874383264,1.413924051,20717.98055,6835.140347,0.627933328,0.898130841,0.363551402,0.534579439,Proactive Correction
Uttarakhand,Almora,1228,131,8,1367,0.898317484,0.095830285,15786,32408,35255.30358,0.327544351,0.672455649,0.48708692,0.106590724,3757.88834,11539.47368,25.77142075,0.336448598,0.703738318,-0.36728972,Stricter Enforcement
Uttarakhand,Bageshwar,675,65,2,742,0.909703504,0.087601078,6928,21495,38305.92992,0.243737686,0.756262314,0.32229252,0.096153846,3683.262492,9324.3607,51.55576032,0.327102804,0.892523364,-0.565420561,Stricter Enforcement
Uttarakhand,Chamoli,1006,77,7,1090,0.92293578,0.070642202,11790,28402,36873.3945,0.29333466,0.70666534,0.415096997,0.076464747,2819.514773,10806.59945,33.79779514,0.24953271,0.785046729,-0.535514019,Stricter Enforcement
Uttarakhand,Champawat,769,96,1,866,0.887990762,0.110854503,12505,23214,41245.95843,0.350083987,0.649916013,0.538660349,0.124675325,5142.353259,14423.29873,47.57319311,0.451401869,0.637383178,-0.185981308,Stricter Enforcement
Uttarakhand,Dehradun,7797,1554,134,9485,0.822034792,0.163837638,82622,129280,22340.74855,0.389904815,0.610095185,0.639088497,0.199281867,4452.106085,8709.888256,2.355128458,0.388785047,0.545794393,-0.157009346,Stricter Enforcement
Uttarakhand,Garhwal,52,4,0,56,0.928571429,0.071428571,404,336,13214.28571,0.545209177,0.454790823,1.198813056,0.075471698,997.3045822,7087.719298,231.8295739,0.105607477,0.221495327,-0.11588785,Stricter Enforcement
Uttarakhand,Hardwar,118,28,0,146,0.808219178,0.191780822,1187,895,14260.27397,0.569851176,0.430148824,1.324776786,0.235294118,3355.358582,8074.829932,97.00866648,0.301869159,0.193457944,0.108411215,Proactive Correction
Uttarakhand,Haridwar,4688,1215,52,5955,0.787237615,0.204030227,68900,134636,34179.00924,0.338513391,0.661486609,0.5117464,0.259117083,8856.365157,11568.16655,5.738584492,0.671962617,0.664485981,0.007476636,Proactive Correction
Uttarakhand,Nainital,3417,458,76,3951,0.864844343,0.11592002,49100,69361,29982.53607,0.414478905,0.585521095,0.707880396,0.133996489,4017.55457,12424.08907,7.586674106,0.361682243,0.487850467,-0.126168224,Stricter Enforcement
Uttarakhand,Pauri Garhwal,1677,165,14,1856,0.903556034,0.088900862,21130,43759,34961.74569,0.325627986,0.674372014,0.48286106,0.098331347,3437.835542,11378.56758,18.8270036,0.313084112,0.712149533,-0.399065421,Stricter Enforcement
Uttarakhand,Pithoragarh,1065,146,9,1220,0.87295082,0.119672131,14702,30183,36790.98361,0.327540881,0.672459119,0.487079247,0.1369606,5038.915203,12040.95004,30.13184571,0.443925234,0.704672897,-0.260747664,Stricter Enforcement
Uttarakhand,Rudraprayag,874,82,0,956,0.914225941,0.085774059,7834,24178,33485.35565,0.244713085,0.755286915,0.324000165,0.093714286,3138.056186,8185.99791,34.98992231,0.285046729,0.887850467,-0.602803738,Stricter Enforcement
Uttarakhand,Tehri Garhwal,2444,324,13,2781,0.878820568,0.116504854,25866,57281,29898.23804,0.31108385,0.68891615,0.451555462,0.132515337,3961.975103,9297.627606,10.74703021,0.357009346,0.748598131,-0.391588785,Stricter Enforcement
Uttarakhand,Udham Singh Nagar,5092,985,18,6095,0.835438884,0.161607875,134862,144867,45894.83183,0.482114897,0.517885103,0.930930226,0.19340271,8876.184833,22123.0315,7.528679762,0.674766355,0.334579439,0.340186916,Proactive Correction
Uttarakhand,Uttarkashi,978,149,5,1132,0.863957597,0.131625442,10021,24468,30467.31449,0.290547985,0.709452015,0.4095386,0.152196118,4637.007006,8844.660194,26.89083362,0.407476636,0.797196262,-0.389719626,Stricter Enforcement
WEST BENGAL,HOOGHLY,3,1,0,4,0.75,0.25,44,16,15000,0.721311475,0.278688525,2.588235294,0.25,3750,8800,3000,0.335514019,0.074766355,0.260747664,Proactive Correction
WESTBENGAL,HOOGHLY,1,0,0,1,1,0,57,12,69000,0.814285714,0.185714286,4.384615385,0,0,28500,34500,0.038785047,0.027102804,0.011682243,Proactive Correction
West  Bengal,Hooghly,9,6,0,15,0.6,0.4,107,28,9000,0.786764706,0.213235294,3.689655172,0.6,5400,6687.5,562.5,0.471962617,0.037383178,0.434579439,Proactive Correction
West Bangal,Hooghly,5,1,0,6,0.833333333,0.166666667,93,34,21166.66667,0.7265625,0.2734375,2.657142857,0.166666667,3527.777778,13285.71429,3023.809524,0.319626168,0.071962617,0.247663551,Proactive Correction
West Bangal,Howrah,2,2,0,4,0.5,0.5,51,19,17500,0.718309859,0.281690141,2.55,0.666666667,11666.66667,10200,3500,0.757943925,0.076635514,0.681308411,Proactive Correction
West Bengal,24 Paraganas North,3177,2458,512,6147,0.516837482,0.399869855,0,0,0,0,1,0,0.773442417,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
West Bengal,24 Paraganas South,364,104,22,490,0.742857143,0.212244898,0,0,0,0,1,0,0.284931507,0,0,0,0.038785047,0.98271028,-0.943925234,Stricter Enforcement
West Bengal,Alipurduar,1521,1714,438,3673,0.414102913,0.466648516,10834,7625,5025.592159,0.586890574,0.413109426,1.420666142,1.126149803,5659.569619,2948.829614,1.367880283,0.485046729,0.171962617,0.313084112,Proactive Correction
West Bengal,Bankura,9083,2122,150,11355,0.799911933,0.186878027,145827,108049,22358.08014,0.574400202,0.425599798,1.349625174,0.233597534,5222.792389,12841.40542,1.968834109,0.458878505,0.185981308,0.272897196,Proactive Correction
